Time,Open,High,Low,Last,Change,%Chg,Volume,"Open Int"
12/31/2020,847.75,847.75,847.75,847.75,0.5,+0.06%,0,0
12/30/2020,847.25,847.25,847.25,847.25,1,+0.12%,0,540
12/29/2020,846.25,846.25,846.25,846.25,0.5,+0.06%,0,540
12/28/2020,845.75,845.75,845.75,845.75,-1.25,-0.15%,0,540
12/24/2020,847,847,847,847,2.25,+0.27%,0,540
12/23/2020,844.75,844.75,844.75,844.75,7.75,+0.93%,0,540
12/22/2020,837,837,837,837,-0.25,-0.03%,0,540
12/21/2020,837.25,837.25,837.25,837.25,-3.75,-0.45%,0,540
12/18/2020,841,841,841,841,7,+0.84%,0,540
12/17/2020,834,834,834,834,2.25,+0.27%,0,540
12/16/2020,831.75,831.75,831.75,831.75,2.5,+0.30%,0,540
12/15/2020,829.25,829.25,829.25,829.25,-2.25,-0.27%,0,540
12/14/2020,831.5,831.5,831.5,831.5,8.25,+1.00%,0,540
12/11/2020,823.25,823.25,823.25,823.25,1.75,+0.21%,0,540
12/10/2020,821.5,821.5,821.5,821.5,8,+0.98%,0,540
12/09/2020,813.5,813.5,813.5,813.5,-0.75,-0.09%,0,540
12/08/2020,814.25,814.25,814.25,814.25,-4.5,-0.55%,0,540
12/07/2020,818.75,818.75,818.75,818.75,-10.75,-1.30%,0,540
12/04/2020,829.5,829.5,829.5,829.5,22.5,+2.79%,0,540
12/03/2020,807,807,807,807,1.75,+0.22%,0,540
12/02/2020,805.25,805.25,805.25,805.25,-7.5,-0.92%,0,540
12/01/2020,812.75,812.75,812.75,812.75,8.5,+1.06%,160,540
11/30/2020,804.25,804.25,804.25,804.25,-7.5,-0.92%,160,700
11/27/2020,811.75,811.75,811.75,811.75,15.75,+1.98%,0,860
11/25/2020,796,796,796,796,9.5,+1.21%,0,860
11/24/2020,786.5,786.5,786.5,786.5,-18.75,-2.33%,0,860
11/23/2020,805.25,805.25,805.25,805.25,11.5,+1.45%,251,860
11/20/2020,793.75,793.75,793.75,793.75,-12.75,-1.58%,200,988
11/19/2020,806.5,806.5,806.5,806.5,-5.5,-0.68%,40,1188
11/18/2020,812,812,812,812,23.25,+2.95%,40,1188
11/17/2020,788.75,788.75,788.75,788.75,1.5,+0.19%,100,1188
11/16/2020,787.25,787.25,787.25,787.25,-2.25,-0.28%,40,1188
11/13/2020,789.5,789.5,789.5,789.5,1.25,+0.16%,0,1188
11/12/2020,788.25,788.25,788.25,788.25,8,+1.03%,40,1188
11/11/2020,780.25,780.25,780.25,780.25,22,+2.90%,0,1188
11/10/2020,758.25,758.25,758.25,758.25,6.25,+0.83%,70,1188
11/09/2020,752,752,752,752,15.75,+2.14%,0,1188
11/06/2020,736.25,736.25,736.25,736.25,-1,-0.14%,0,1188
11/05/2020,737.25,737.25,737.25,737.25,28,+3.95%,0,1188
11/04/2020,709.25,709.25,709.25,709.25,2.5,+0.35%,0,1188
11/03/2020,706.75,706.75,706.75,706.75,16.25,+2.35%,0,1188
11/02/2020,690.5,690.5,690.5,690.5,-3.5,-0.50%,0,1188
10/30/2020,694,694,694,694,-9.75,-1.39%,240,1188
10/29/2020,703.75,703.75,703.75,703.75,0,0.00%,0,948
10/28/2020,703.75,703.75,703.75,703.75,0.5,+0.07%,0,948
10/27/2020,703.25,703.25,703.25,703.25,-3.5,-0.50%,80,948
10/26/2020,706.75,706.75,706.75,706.75,21,+3.06%,0,901
10/23/2020,685.75,685.75,685.75,685.75,-2.25,-0.33%,128,901
10/22/2020,688,688,688,688,10,+1.47%,40,773
10/21/2020,678,678,678,678,3.5,+0.52%,40,740
10/20/2020,674.5,674.5,674.5,674.5,20,+3.06%,40,740
10/19/2020,654.5,654.5,654.5,654.5,-21.25,-3.14%,40,740
10/16/2020,675.75,675.75,675.75,675.75,1,+0.15%,40,740
10/15/2020,674.75,674.75,674.75,674.75,-15.75,-2.28%,0,740
10/14/2020,690.5,690.5,690.5,690.5,-7.75,-1.11%,40,740
10/13/2020,698.25,698.25,698.25,698.25,3,+0.43%,72,740
10/12/2020,695.25,695.25,695.25,695.25,17.25,+2.54%,25,740
10/09/2020,678,678,678,678,3.25,+0.48%,110,740
10/08/2020,674.75,674.75,674.75,674.75,5.25,+0.78%,200,740
10/07/2020,669.5,669.5,669.5,669.5,8.25,+1.25%,0,740
