Time,Open,High,Low,Last,Change,%Chg,Volume,"Open Int"
11/29/2019,630,630,630,630,1.25,+0.20%,0,0
11/27/2019,628.75,628.75,628.75,628.75,0.25,+0.04%,0,740
11/26/2019,628.5,628.5,628.5,628.5,-2.75,-0.44%,0,740
11/25/2019,631.25,631.25,631.25,631.25,-1.25,-0.20%,0,740
11/22/2019,632.5,632.5,632.5,632.5,6,+0.96%,0,740
11/21/2019,626.5,626.5,626.5,626.5,-2.25,-0.36%,0,740
11/20/2019,628.75,628.75,628.75,628.75,5.75,+0.92%,0,740
11/19/2019,623,623,623,623,2.25,+0.36%,0,740
11/18/2019,620.75,620.75,620.75,620.75,2.75,+0.44%,0,740
11/15/2019,618,618,618,618,-3.75,-0.60%,0,740
11/14/2019,621.75,621.75,621.75,621.75,2.25,+0.36%,0,740
11/13/2019,619.5,619.5,619.5,619.5,-3.75,-0.60%,0,740
11/12/2019,623.25,623.25,623.25,623.25,-4,-0.64%,80,740
11/11/2019,627.25,627.25,627.25,627.25,10,+1.62%,0,740
11/08/2019,617.25,617.25,617.25,617.25,8.25,+1.35%,0,740
11/07/2019,609,609,609,609,-6.5,-1.06%,0,740
11/06/2019,615.5,615.5,615.5,615.5,10.25,+1.69%,0,740
11/05/2019,605.25,605.25,605.25,605.25,-2.5,-0.41%,0,740
11/04/2019,607.75,607.75,607.75,607.75,18.25,+3.10%,40,740
11/01/2019,589.5,589.5,589.5,589.5,-5.75,-0.97%,0,780
10/31/2019,595.25,595.25,595.25,595.25,-2.25,-0.38%,0,780
10/30/2019,597.5,597.5,597.5,597.5,19.5,+3.37%,0,780
10/29/2019,578,578,578,578,5.25,+0.92%,0,780
10/28/2019,572.75,572.75,572.75,572.75,0,0.00%,0,780
10/25/2019,572.75,572.75,572.75,572.75,3.75,+0.66%,0,780
10/24/2019,569,569,569,569,15,+2.71%,0,780
10/23/2019,554,554,554,554,0.5,+0.09%,240,780
10/22/2019,553.5,553.5,553.5,553.5,7.25,+1.33%,0,780
10/21/2019,546.25,546.25,546.25,546.25,0,0.00%,0,780
10/18/2019,546.25,546.25,546.25,546.25,6.25,+1.16%,0,780
10/17/2019,540,540,540,540,3.5,+0.65%,0,780
10/16/2019,536.5,536.5,536.5,536.5,9,+1.71%,0,780
