Time,Open,High,Low,Last,Change,%Chg,Volume,"Open Int"
05/31/2022,1445,1445,1445,1445,-1.75,-0.12%,0,0
05/27/2022,1446.75,1446.75,1446.75,1446.75,-6,-0.41%,0,5035
05/26/2022,1452.75,1452.75,1452.75,1452.75,7,+0.48%,0,5035
05/25/2022,1445.75,1445.75,1445.75,1445.75,-6,-0.41%,0,5035
05/24/2022,1451.75,1451.75,1451.75,1451.75,16.25,+1.13%,0,5035
05/23/2022,1435.5,1435.5,1435.5,1435.5,14.25,+1.00%,0,5035
05/20/2022,1421.25,1421.25,1421.25,1421.25,5.25,+0.37%,0,5035
05/19/2022,1416,1416,1416,1416,-9.25,-0.65%,0,5035
05/18/2022,1425.25,1425.25,1425.25,1425.25,2.5,+0.18%,0,5035
05/17/2022,1422.75,1422.75,1422.75,1422.75,-2.75,-0.19%,0,5035
05/16/2022,1425.5,1425.5,1425.5,1425.5,0,0.00%,0,5035
05/13/2022,1425.5,1425.5,1425.5,1425.5,-0.5,-0.04%,0,5035
05/12/2022,1426,1426,1426,1426,-22.25,-1.54%,0,5035
05/11/2022,1448.25,1448.25,1448.25,1448.25,26.75,+1.88%,200,5035
05/10/2022,1421.5,1421.5,1421.5,1421.5,-16,-1.11%,10,5235
05/09/2022,1437.5,1437.5,1437.5,1437.5,3.25,+0.23%,0,5225
05/06/2022,1434.25,1434.25,1434.25,1434.25,-75,-4.97%,280,8224
05/05/2022,1509.25,1509.25,1509.25,1509.25,-79.25,-4.99%,54,5505
05/04/2022,1588.5,1588.5,1588.5,1588.5,0,0.00%,0,5555
05/03/2022,1588.5,1588.5,1588.5,1588.5,0,0.00%,1500,5555
05/02/2022,1588.5,1588.5,1588.5,1588.5,0,0.00%,0,6879
04/29/2022,1588.5,1588.5,1588.5,1588.5,45.25,+2.93%,120,6879
04/28/2022,1543.25,1543.25,1543.25,1543.25,-14.5,-0.93%,1160,6879
04/27/2022,1557.75,1557.75,1557.75,1557.75,122.75,+8.55%,800,6524
04/26/2022,1435,1435,1435,1435,40.5,+2.90%,560,6244
04/25/2022,1394.5,1394.5,1394.5,1394.5,-52.25,-3.61%,440,6484
04/22/2022,1446.75,1446.75,1446.75,1446.75,0.25,+0.02%,740,6874
04/21/2022,1446.5,1446.5,1446.5,1446.5,-0.25,-0.02%,660,6454
04/20/2022,1446.75,1446.75,1446.75,1446.75,-53,-3.53%,80,6539
04/19/2022,1499.75,1499.75,1499.75,1499.75,0,0.00%,0,6539
04/18/2022,1499.75,1499.75,1499.75,1499.75,71.5,+5.01%,40,6539
04/14/2022,1428.25,1428.25,1428.25,1428.25,39.5,+2.84%,240,6579
04/13/2022,1388.75,1388.75,1388.75,1388.75,-10,-0.71%,280,6819
04/12/2022,1398.75,1398.75,1398.75,1398.75,42,+3.10%,0,6819
04/11/2022,1356.75,1356.75,1356.75,1356.75,11,+0.82%,0,6819
04/08/2022,1345.75,1345.75,1345.75,1345.75,22.75,+1.72%,200,6819
04/07/2022,1323,1323,1323,1323,-10.75,-0.81%,40,6659
04/06/2022,1333.75,1333.75,1333.75,1333.75,4.25,+0.32%,440,6659
04/05/2022,1329.5,1329.5,1329.5,1329.5,51.75,+4.05%,24,6619
04/04/2022,1277.75,1277.75,1277.75,1277.75,17.5,+1.39%,0,6595
04/01/2022,1260.25,1260.25,1260.25,1260.25,-39.25,-3.02%,300,6595
03/31/2022,1299.5,1299.5,1299.5,1299.5,-50.25,-3.72%,20,6815
03/30/2022,1349.75,1349.75,1349.75,1349.75,-17.75,-1.30%,0,6815
03/29/2022,1367.5,1367.5,1367.5,1367.5,4.75,+0.35%,0,6815
03/28/2022,1362.75,1362.75,1362.75,1362.75,-5.25,-0.38%,80,6815
03/25/2022,1368,1368,1368,1368,17.75,+1.31%,0,6895
03/24/2022,1350.25,1350.25,1350.25,1350.25,-53.25,-3.79%,90,6895
03/23/2022,1403.5,1403.5,1403.5,1403.5,42.5,+3.12%,0,6805
03/22/2022,1361,1361,1361,1361,24,+1.80%,60,6805
03/21/2022,1337,1337,1337,1337,21.5,+1.63%,540,6785
