Time,Open,High,Low,Last,Change,%Chg,Volume,"Open Int"
08/30/2019,521,521,521,521,0.25,+0.05%,0,0
08/29/2019,520.75,520.75,520.75,520.75,-1,-0.19%,0,760
08/28/2019,521.75,521.75,521.75,521.75,0.5,+0.10%,0,760
08/27/2019,521.25,521.25,521.25,521.25,-1.25,-0.24%,0,760
08/26/2019,522.5,522.5,522.5,522.5,-0.25,-0.05%,0,760
08/23/2019,522.75,522.75,522.75,522.75,0,0.00%,0,760
08/22/2019,522.75,522.75,522.75,522.75,3.75,+0.72%,0,760
08/21/2019,519,519,519,519,3.25,+0.63%,0,760
08/20/2019,515.75,515.75,515.75,515.75,1.5,+0.29%,0,760
08/19/2019,514.25,514.25,514.25,514.25,-3.25,-0.63%,0,760
08/16/2019,517.5,517.5,517.5,517.5,2.75,+0.53%,0,760
08/15/2019,514.75,514.75,514.75,514.75,-6.5,-1.25%,0,760
08/14/2019,521.25,521.25,521.25,521.25,1.5,+0.29%,0,760
08/13/2019,519.75,519.75,519.75,519.75,4.5,+0.87%,0,760
08/12/2019,515.25,515.25,515.25,515.25,0,0.00%,0,760
08/09/2019,515.25,515.25,515.25,515.25,7.25,+1.43%,0,760
08/08/2019,508,508,508,508,6.75,+1.35%,0,760
08/07/2019,501.25,501.25,501.25,501.25,0,0.00%,0,760
08/06/2019,501.25,501.25,501.25,501.25,0,0.00%,0,760
08/05/2019,501.25,501.25,501.25,501.25,4.5,+0.91%,0,760
08/02/2019,496.75,496.75,496.75,496.75,-1.5,-0.30%,0,760
08/01/2019,498.25,498.25,498.25,498.25,-4.75,-0.94%,0,760
07/31/2019,503,503,503,503,2,+0.40%,0,760
07/30/2019,501,501,501,501,0,0.00%,0,760
07/29/2019,501,501,501,501,-2,-0.40%,200,760
07/26/2019,503,503,503,503,1.75,+0.35%,200,760
07/25/2019,501.25,501.25,501.25,501.25,7.25,+1.47%,0,760
07/24/2019,494,494,494,494,6.5,+1.33%,0,760
07/23/2019,487.5,487.5,487.5,487.5,5.25,+1.09%,0,760
07/22/2019,482.25,482.25,482.25,482.25,2.75,+0.57%,0,760
07/19/2019,479.5,479.5,479.5,479.5,-2.75,-0.57%,0,760
07/18/2019,482.25,482.25,482.25,482.25,-1.25,-0.26%,0,760
